,id,joined_date,group,gender,country,device,purchase_date,spent,purchase_status,duplicates
30,1000031,2023-01-25,Test_Group,F,GBR,iOS,,,0,False
31,1000032,2023-01-27,Control_Group,,GBR,iOS,,,0,False
32,1000033,2023-01-31,Control_Group,,FRA,Android,,,0,False
33,1000034,2023-01-26,Control_Group,M,USA,Android,,,0,False
34,1000035,2023-01-27,Test_Group,F,USA,Android,,,0,False
35,1000036,2023-01-30,Test_Group,F,USA,Android,,,0,False
36,1000037,2023-01-26,Test_Group,M,TUR,Android,,,0,False
37,1000038,2023-01-25,Control_Group,M,BRA,Android,,,0,False
38,1000039,2023-02-04,Test_Group,F,GBR,Android,2023-02-04,36.65,1,False
39,1000040,2023-01-25,Control_Group,F,USA,Android,,,0,False
40,1000041,2023-01-27,Control_Group,M,CAN,Android,,,0,False
41,1000042,2023-01-25,Control_Group,F,BRA,iOS,,,0,False
42,1000043,2023-01-25,Test_Group,F,,Android,,,0,False
43,1000044,2023-01-27,Test_Group,,USA,Android,,,0,False
44,1000045,2023-01-26,Test_Group,F,USA,iOS,2023-01-30,51.58,1,False
45,1000046,2023-01-26,Control_Group,M,BRA,iOS,,,0,False
46,1000047,2023-01-26,Control_Group,F,USA,Android,,,0,False
47,1000048,2023-01-26,Control_Group,F,CAN,iOS,,,0,False
48,1000049,2023-01-26,Control_Group,F,USA,Android,,,0,False
49,1000050,2023-01-29,Control_Group,M,MEX,Android,,,0,False
50,1000051,2023-01-29,Test_Group,,MEX,iOS,,,0,False
51,1000052,2023-01-30,Test_Group,M,BRA,iOS,,,0,False
52,1000053,2023-01-28,Control_Group,M,BRA,Android,,,0,False
53,1000054,2023-01-25,Test_Group,F,GBR,Android,,,0,False
54,1000055,2023-01-25,Control_Group,M,ESP,Android,,,0,False
55,1000056,2023-01-29,Test_Group,M,AUS,Android,,,0,False
56,1000057,2023-01-26,Test_Group,O,BRA,Android,,,0,False
57,1000058,2023-01-26,Control_Group,F,TUR,Android,,,0,False
58,1000059,2023-01-27,Control_Group,F,DEU,Android,,,0,False
59,1000061,2023-01-25,Test_Group,M,DEU,Android,,,0,False
60,1000062,2023-01-25,Test_Group,F,AUS,iOS,,,0,False
61,1000063,2023-01-27,Control_Group,F,USA,Android,,,0,False
62,1000064,2023-01-31,Test_Group,M,CAN,Android,,,0,False
63,1000065,2023-02-01,Test_Group,F,TUR,iOS,,,0,False
64,1000066,2023-01-25,Control_Group,,DEU,Android,,,0,False
65,1000067,2023-01-27,Control_Group,M,BRA,Android,,,0,False
66,1000068,2023-01-30,Test_Group,F,GBR,Android,,,0,False
67,1000069,2023-01-30,Test_Group,M,ESP,Android,,,0,False
68,1000070,2023-01-26,Control_Group,M,ESP,iOS,,,0,False
69,1000071,2023-01-31,Test_Group,F,USA,iOS,2023-02-02,6.71,1,False
70,1000072,2023-01-28,Test_Group,F,DEU,iOS,,,0,False
71,1000073,2023-01-29,Control_Group,M,USA,Android,,,0,False
72,1000074,2023-01-30,Test_Group,O,BRA,Android,,,0,False
73,1000075,2023-01-30,Control_Group,M,GBR,Android,,,0,False
74,1000076,2023-01-25,Control_Group,F,USA,iOS,,,0,False
75,1000077,2023-01-25,Control_Group,F,AUS,,,,0,False
76,1000078,2023-01-26,Control_Group,F,FRA,Android,,,0,False
77,1000080,2023-01-26,Control_Group,,USA,Android,,,0,False
78,1000081,2023-01-26,Control_Group,F,USA,Android,,,0,False
79,1000082,2023-01-25,Test_Group,M,BRA,Android,,,0,False
80,1000083,2023-01-27,Control_Group,F,BRA,Android,,,0,False
81,1000084,2023-01-26,Control_Group,M,MEX,Android,,,0,False
82,1000085,2023-01-26,Control_Group,M,MEX,iOS,,,0,False
83,1000086,2023-01-28,Test_Group,M,BRA,Android,,,0,False
84,1000087,2023-01-28,Test_Group,M,ESP,Android,,,0,False
85,1000088,2023-01-27,Test_Group,O,,Android,,,0,False
86,1000089,2023-01-25,Control_Group,F,BRA,iOS,,,0,False
87,1000090,2023-01-27,Test_Group,F,USA,Android,,,0,False
88,1000091,2023-01-26,Test_Group,M,BRA,Android,,,0,False
89,1000092,2023-02-03,Test_Group,,BRA,iOS,,,0,False
90,1000093,2023-01-30,Test_Group,M,TUR,iOS,,,0,False
91,1000094,2023-01-26,Test_Group,M,DEU,Android,,,0,False
92,1000095,2023-01-27,Test_Group,F,CAN,iOS,,,0,False
93,1000096,2023-01-29,Test_Group,F,USA,Android,,,0,False
94,1000097,2023-01-26,Test_Group,O,MEX,iOS,,,0,False
95,1000098,2023-01-30,Control_Group,M,GBR,Android,,,0,False
96,1000099,2023-02-03,Control_Group,,USA,Android,,,0,False
97,1000100,2023-01-31,Test_Group,M,,Android,,,0,False
98,1000101,2023-02-02,Test_Group,F,MEX,Android,2023-02-05,5.674496940652932,1,True
99,1000101,2023-02-02,Test_Group,F,MEX,Android,2023-02-02,18.13,1,True
100,1000102,2023-01-28,Control_Group,M,USA,Android,,,0,False
101,1000103,2023-02-02,Control_Group,M,BRA,Android,,,0,False
102,1000104,2023-01-29,Control_Group,,USA,Android,,,0,False
103,1000105,2023-01-25,Control_Group,M,USA,iOS,,,0,False
104,1000106,2023-01-27,Control_Group,,TUR,Android,,,0,False
105,1000107,2023-01-25,Control_Group,,BRA,Android,,,0,False
106,1000108,2023-02-02,Test_Group,M,MEX,Android,,,0,False
107,1000109,2023-01-25,Test_Group,M,MEX,Android,,,0,False
108,1000110,2023-01-29,Control_Group,M,USA,Android,,,0,False
109,1000111,2023-01-27,Test_Group,,GBR,Android,,,0,False
110,1000112,2023-01-28,Control_Group,F,USA,Android,,,0,False
111,1000113,2023-01-28,Test_Group,M,BRA,Android,,,0,False
112,1000114,2023-01-28,Control_Group,M,CAN,iOS,,,0,False
113,1000115,2023-01-27,Control_Group,M,MEX,Android,,,0,False
114,1000117,2023-01-29,Control_Group,,ESP,iOS,,,0,False
115,1000118,2023-01-25,Test_Group,M,USA,,,,0,False
116,1000119,2023-01-29,Test_Group,F,BRA,Android,,,0,False
117,1000120,2023-01-28,Test_Group,M,TUR,iOS,,,0,False
118,1000121,2023-01-25,Test_Group,F,ESP,Android,,,0,False
119,1000122,2023-01-28,Control_Group,F,BRA,Android,,,0,False
120,1000123,2023-01-26,Test_Group,,DEU,iOS,2023-01-26,100.74,1,False
121,1000124,2023-01-30,Test_Group,M,MEX,Android,,,0,False
122,1000125,2023-02-04,Control_Group,F,DEU,Android,,,0,False
123,1000126,2023-02-03,Control_Group,F,TUR,iOS,,,0,False
124,1000127,2023-01-26,Test_Group,F,USA,Android,,,0,False
125,1000128,2023-02-03,Test_Group,M,GBR,Android,,,0,False
126,1000129,2023-01-31,Control_Group,M,DEU,iOS,,,0,False
127,1000130,2023-01-27,Test_Group,M,USA,Android,,,0,False
128,1000131,2023-01-25,Control_Group,,BRA,Android,,,0,False
129,1000132,2023-02-06,Test_Group,F,USA,iOS,,,0,False
130,1000133,2023-01-29,Control_Group,,USA,iOS,,,0,False
131,1000134,2023-01-28,Test_Group,,USA,iOS,,,0,False
132,1000135,2023-01-25,Test_Group,M,USA,iOS,,,0,False
133,1000136,2023-01-25,Control_Group,M,MEX,Android,,,0,False
134,1000137,2023-01-29,Control_Group,M,USA,Android,,,0,False
135,1000138,2023-01-28,Test_Group,M,BRA,iOS,,,0,False
136,1000139,2023-01-25,Control_Group,,USA,iOS,,,0,False
137,1000140,2023-01-27,Control_Group,M,USA,iOS,,,0,False
138,1000141,2023-01-25,Control_Group,M,BRA,Android,2023-01-25,11.49,1,False
139,1000142,2023-01-26,Test_Group,F,USA,,,,0,False
140,1000143,2023-01-25,Test_Group,,USA,iOS,,,0,False
141,1000144,2023-01-26,Control_Group,M,USA,iOS,,,0,False
142,1000145,2023-01-25,Control_Group,,MEX,iOS,,,0,False
143,1000146,2023-01-29,Control_Group,F,BRA,Android,,,0,False
144,1000147,2023-02-03,Control_Group,F,TUR,Android,,,0,False
145,1000148,2023-01-26,Control_Group,M,FRA,iOS,,,0,False
146,1000149,2023-01-25,Control_Group,M,,iOS,,,0,False
147,1000150,2023-02-05,Test_Group,F,USA,iOS,,,0,False
148,1000151,2023-01-28,Control_Group,M,MEX,iOS,,,0,False
149,1000152,2023-02-06,Test_Group,F,MEX,iOS,,,0,False
150,1000153,2023-01-27,Test_Group,F,USA,Android,,,0,False
151,1000155,2023-01-26,Control_Group,M,DEU,iOS,,,0,False
152,1000156,2023-01-25,Control_Group,M,BRA,iOS,,,0,False
153,1000157,2023-01-28,Control_Group,F,ESP,iOS,,,0,False
154,1000158,2023-01-26,Control_Group,M,TUR,iOS,,,0,False
155,1000160,2023-01-25,Control_Group,F,USA,Android,2023-01-29,35.34,1,False
156,1000161,2023-01-31,Control_Group,M,,Android,,,0,False
157,1000162,2023-01-27,Control_Group,M,BRA,Android,2023-01-27,52.92,1,False
158,1000163,2023-01-29,Test_Group,F,BRA,Android,,,0,False
159,1000164,2023-01-26,Test_Group,F,BRA,Android,,,0,False
160,1000165,2023-01-30,Test_Group,M,GBR,iOS,,,0,False
161,1000166,2023-02-04,Control_Group,M,DEU,Android,,,0,False
162,1000167,2023-01-25,Control_Group,F,BRA,Android,,,0,False
163,1000168,2023-02-05,Control_Group,F,BRA,Android,,,0,False
164,1000169,2023-01-26,Control_Group,O,USA,iOS,,,0,False
165,1000170,2023-02-01,Test_Group,M,USA,Android,,,0,False
166,1000171,2023-01-27,Control_Group,M,USA,iOS,,,0,False
167,1000172,2023-01-25,Control_Group,,USA,iOS,,,0,False
168,1000173,2023-01-25,Control_Group,F,USA,iOS,,,0,False
169,1000174,2023-01-29,Test_Group,M,TUR,Android,,,0,False
170,1000175,2023-01-25,Control_Group,F,AUS,iOS,,,0,False
171,1000177,2023-02-02,Control_Group,F,DEU,Android,,,0,False
172,1000178,2023-02-03,Test_Group,M,USA,iOS,,,0,False
173,1000179,2023-01-27,Test_Group,M,USA,Android,,,0,False
174,1000180,2023-01-25,Test_Group,M,USA,iOS,,,0,False
175,1000181,2023-02-03,Control_Group,F,USA,iOS,,,0,False
176,1000182,2023-01-31,Test_Group,F,TUR,Android,,,0,False
177,1000183,2023-01-27,Test_Group,M,MEX,Android,,,0,False
178,1000184,2023-01-25,Control_Group,M,ESP,Android,,,0,False
179,1000185,2023-02-04,Test_Group,F,MEX,iOS,2023-02-06,53.07,1,False
180,1000186,2023-02-01,Control_Group,F,MEX,Android,,,0,False
181,1000187,2023-01-26,Test_Group,M,,iOS,,,0,False
182,1000188,2023-01-25,Test_Group,M,USA,Android,,,0,False
183,1000189,2023-01-25,Test_Group,,CAN,iOS,,,0,False
184,1000190,2023-02-05,Control_Group,M,GBR,iOS,,,0,False
185,1000191,2023-01-25,Test_Group,F,FRA,Android,,,0,False
186,1000192,2023-02-05,Control_Group,F,ESP,iOS,,,0,False
187,1000193,2023-01-26,Test_Group,F,BRA,Android,,,0,False
188,1000194,2023-01-31,Control_Group,F,MEX,Android,,,0,False
189,1000195,2023-01-25,Control_Group,F,GBR,Android,,,0,False
190,1000196,2023-01-26,Control_Group,M,MEX,Android,,,0,False
191,1000197,2023-01-30,Test_Group,F,TUR,Android,,,0,False
192,1000198,2023-01-28,Control_Group,M,USA,Android,,,0,False
193,1000199,2023-02-06,Test_Group,F,MEX,iOS,,,0,False
194,1000200,2023-01-26,Control_Group,F,USA,iOS,2023-01-26,166.32,1,False
195,1000201,2023-01-27,Test_Group,F,CAN,iOS,,,0,False
196,1000202,2023-01-26,Control_Group,M,MEX,Android,,,0,False
197,1000203,2023-01-26,Control_Group,M,DEU,Android,,,0,False
198,1000204,2023-01-27,Test_Group,M,DEU,Android,,,0,False
199,1000205,2023-01-29,Control_Group,,BRA,Android,,,0,False
200,1000206,2023-01-26,Control_Group,F,USA,iOS,,,0,False
201,1000207,2023-01-26,Control_Group,F,TUR,Android,,,0,False
202,1000208,2023-01-25,Control_Group,F,USA,iOS,,,0,False
203,1000209,2023-02-05,Test_Group,,ESP,Android,,,0,False
204,1000210,2023-01-28,Control_Group,F,FRA,iOS,,,0,False
205,1000211,2023-01-30,Test_Group,M,USA,Android,,,0,False
206,1000212,2023-01-31,Control_Group,F,MEX,Android,,,0,False
207,1000213,2023-01-26,Test_Group,M,AUS,iOS,,,0,False
208,1000214,2023-01-25,Test_Group,F,FRA,Android,,,0,False
209,1000215,2023-02-02,Test_Group,M,,iOS,,,0,False
210,1000216,2023-01-27,Test_Group,M,USA,iOS,,,0,False
211,1000217,2023-01-26,Test_Group,,BRA,Android,,,0,False
212,1000218,2023-01-25,Test_Group,F,USA,Android,,,0,False
213,1000219,2023-01-25,Control_Group,F,ESP,Android,,,0,False
214,1000220,2023-01-26,Control_Group,,USA,iOS,,,0,False
215,1000221,2023-01-27,Control_Group,M,DEU,Android,,,0,False
216,1000222,2023-02-01,Control_Group,M,USA,Android,,,0,False
217,1000223,2023-02-01,Control_Group,M,DEU,iOS,,,0,False
218,1000224,2023-02-05,Control_Group,F,GBR,Android,,,0,False
219,1000225,2023-01-28,Test_Group,M,USA,Android,,,0,False
220,1000226,2023-01-31,Control_Group,M,CAN,,,,0,False
221,1000227,2023-01-25,Control_Group,F,GBR,iOS,,,0,False
222,1000228,2023-02-01,Test_Group,F,USA,iOS,,,0,False
223,1000229,2023-01-28,Control_Group,M,USA,iOS,,,0,False
224,1000230,2023-01-25,Test_Group,O,BRA,iOS,,,0,False
225,1000231,2023-01-25,Test_Group,F,FRA,iOS,,,0,False
226,1000232,2023-01-29,Test_Group,F,BRA,Android,,,0,False
227,1000233,2023-01-26,Control_Group,M,MEX,Android,,,0,False
228,1000234,2023-02-02,Test_Group,M,GBR,Android,,,0,False
229,1000235,2023-02-06,Control_Group,M,FRA,iOS,,,0,False
230,1000236,2023-02-05,Test_Group,M,BRA,iOS,,,0,False
231,1000237,2023-01-29,Test_Group,M,USA,iOS,2023-01-29,13.17,1,False
232,1000238,2023-01-27,Test_Group,M,USA,iOS,,,0,False
233,1000239,2023-01-25,Control_Group,F,TUR,Android,,,0,False
234,1000240,2023-02-05,Test_Group,M,CAN,iOS,,,0,False
235,1000241,2023-01-25,Control_Group,,BRA,Android,,,0,False
236,1000242,2023-01-27,Test_Group,M,BRA,Android,,,0,False
237,1000243,2023-01-26,Control_Group,F,USA,Android,,,0,False
238,1000244,2023-01-28,Test_Group,M,USA,Android,,,0,False
239,1000245,2023-01-25,Control_Group,F,MEX,Android,,,0,False
240,1000246,2023-01-26,Test_Group,F,TUR,iOS,,,0,False
241,1000247,2023-01-28,Control_Group,F,FRA,Android,,,0,False
242,1000248,2023-01-25,Control_Group,M,FRA,Android,,,0,False
243,1000249,2023-01-26,Control_Group,F,GBR,,,,0,False
244,1000250,2023-02-04,Test_Group,F,FRA,Android,,,0,False
245,1000251,2023-01-26,Control_Group,M,USA,Android,,,0,False
246,1000252,2023-02-01,Control_Group,F,TUR,iOS,,,0,False
247,1000253,2023-02-06,Test_Group,M,DEU,Android,2023-02-06,40.32,1,False
248,1000254,2023-01-30,Test_Group,M,ESP,Android,,,0,False
249,1000255,2023-01-26,Test_Group,,FRA,Android,,,0,False
250,1000256,2023-01-28,Test_Group,,USA,iOS,,,0,False
251,1000257,2023-01-29,Test_Group,F,GBR,Android,,,0,False
252,1000258,2023-01-27,Control_Group,F,CAN,iOS,,,0,False
253,1000259,2023-02-06,Control_Group,M,BRA,Android,,,0,False
254,1000260,2023-02-04,Test_Group,F,USA,Android,,,0,False
255,1000261,2023-01-25,Control_Group,F,TUR,Android,2023-01-25,205.98,1,False
256,1000262,2023-01-31,Control_Group,M,MEX,Android,,,0,False
257,1000263,2023-01-31,Test_Group,M,USA,Android,,,0,False
258,1000264,2023-01-25,Control_Group,F,BRA,Android,,,0,False
259,1000265,2023-01-28,Control_Group,F,USA,Android,,,0,False
260,1000266,2023-01-31,Test_Group,M,GBR,Android,,,0,False
261,1000267,2023-01-25,Test_Group,M,USA,iOS,,,0,False
262,1000268,2023-01-31,Control_Group,F,BRA,Android,,,0,False
263,1000269,2023-01-25,Control_Group,M,USA,Android,2023-01-25,116.29,1,False
264,1000270,2023-01-26,Control_Group,F,AUS,iOS,,,0,False
265,1000271,2023-01-28,Control_Group,M,MEX,Android,,,0,False
266,1000272,2023-01-29,Test_Group,M,FRA,iOS,,,0,False
267,1000273,2023-02-03,Test_Group,F,DEU,iOS,,,0,False
268,1000274,2023-01-25,Control_Group,M,DEU,iOS,,,0,False
269,1000275,2023-01-26,Control_Group,M,USA,iOS,,,0,False
270,1000276,2023-01-26,Control_Group,M,BRA,iOS,,,0,False
271,1000277,2023-02-03,Control_Group,F,BRA,Android,,,0,False
272,1000278,2023-01-29,Control_Group,,DEU,iOS,,,0,False
273,1000279,2023-01-25,Control_Group,M,USA,Android,,,0,False
274,1000280,2023-02-01,Control_Group,F,MEX,Android,,,0,False
275,1000281,2023-01-28,Test_Group,M,USA,Android,,,0,False
276,1000282,2023-02-04,Test_Group,M,MEX,Android,,,0,False
277,1000283,2023-02-02,Test_Group,M,USA,iOS,,,0,False
278,1000284,2023-01-25,Test_Group,,BRA,iOS,,,0,False
279,1000285,2023-01-25,Control_Group,F,,iOS,,,0,False
280,1000286,2023-01-30,Control_Group,M,USA,iOS,,,0,False
281,1000287,2023-01-27,Test_Group,F,DEU,iOS,,,0,False
282,1000288,2023-01-28,Control_Group,F,TUR,iOS,,,0,False
283,1000289,2023-02-04,Test_Group,M,DEU,Android,,,0,False
284,1000290,2023-01-26,Control_Group,M,FRA,iOS,,,0,False
285,1000291,2023-01-28,Control_Group,M,ESP,iOS,,,0,False
286,1000292,2023-01-26,Control_Group,,ESP,Android,,,0,False
287,1000294,2023-02-02,Test_Group,F,MEX,Android,,,0,False
288,1000295,2023-01-27,Test_Group,F,USA,Android,,,0,False
289,1000296,2023-01-29,Control_Group,M,USA,Android,,,0,False
290,1000297,2023-01-26,Test_Group,,BRA,Android,,,0,False
291,1000298,2023-01-26,Control_Group,F,CAN,Android,,,0,False
292,1000299,2023-01-27,Test_Group,M,FRA,iOS,,,0,False
293,1000300,2023-01-26,Control_Group,F,MEX,Android,,,0,False
294,1000301,2023-01-25,Test_Group,F,TUR,iOS,,,0,False
295,1000302,2023-01-25,Control_Group,F,BRA,iOS,,,0,False
296,1000303,2023-01-29,Test_Group,F,DEU,iOS,,,0,False
297,1000304,2023-02-03,Control_Group,M,USA,Android,,,0,False
298,1000305,2023-01-26,Control_Group,F,USA,Android,,,0,False
299,1000306,2023-01-25,Control_Group,F,FRA,Android,,,0,False
300,1000307,2023-01-31,Control_Group,M,BRA,Android,,,0,False
301,1000308,2023-01-27,Control_Group,M,BRA,Android,,,0,False
302,1000309,2023-01-26,Test_Group,F,USA,iOS,,,0,False
303,1000310,2023-01-27,Test_Group,F,BRA,Android,,,0,False
304,1000311,2023-01-25,Control_Group,F,BRA,iOS,,,0,False
305,1000312,2023-02-04,Test_Group,F,MEX,iOS,,,0,False
306,1000313,2023-01-25,Test_Group,F,MEX,iOS,,,0,False
307,1000315,2023-02-02,Control_Group,F,BRA,Android,,,0,False
308,1000316,2023-02-02,Control_Group,F,USA,Android,,,0,False
309,1000317,2023-01-27,Test_Group,M,FRA,Android,,,0,False
310,1000318,2023-02-03,Test_Group,M,USA,Android,,,0,False
311,1000319,2023-01-28,Control_Group,F,AUS,Android,,,0,False
312,1000320,2023-01-31,Control_Group,M,USA,Android,,,0,False
313,1000321,2023-01-30,Control_Group,F,USA,Android,,,0,False
314,1000322,2023-01-27,Test_Group,,CAN,Android,,,0,False
315,1000323,2023-01-25,Test_Group,F,TUR,Android,,,0,False
316,1000325,2023-01-30,Control_Group,M,MEX,iOS,,,0,False
317,1000326,2023-01-30,Test_Group,F,TUR,Android,,,0,False
318,1000327,2023-01-25,Control_Group,M,USA,Android,,,0,False
319,1000328,2023-01-26,Test_Group,F,MEX,Android,,,0,False
320,1000329,2023-01-31,Test_Group,M,USA,iOS,,,0,False
321,1000330,2023-01-26,Test_Group,F,TUR,Android,,,0,False
322,1000331,2023-01-27,Control_Group,M,USA,iOS,,,0,False
323,1000332,2023-01-25,Control_Group,F,USA,iOS,,,0,False
324,1000333,2023-01-26,Control_Group,M,USA,Android,,,0,False
325,1000334,2023-01-29,Control_Group,F,FRA,iOS,,,0,False
326,1000335,2023-01-25,Control_Group,F,USA,Android,,,0,False
327,1000336,2023-01-26,Test_Group,M,BRA,Android,,,0,False
328,1000337,2023-01-25,Control_Group,M,MEX,Android,,,0,False
329,1000338,2023-02-06,Control_Group,O,MEX,iOS,,,0,False
330,1000339,2023-02-02,Control_Group,F,USA,Android,,,0,False
331,1000340,2023-02-01,Test_Group,F,USA,iOS,,,0,False
332,1000341,2023-01-28,Control_Group,,USA,iOS,,,0,False
333,1000342,2023-01-27,Test_Group,F,AUS,iOS,,,0,False
334,1000343,2023-02-01,Control_Group,O,GBR,Android,,,0,False
335,1000344,2023-01-25,Control_Group,F,USA,iOS,,,0,False
336,1000345,2023-01-25,Control_Group,M,GBR,Android,,,0,False
337,1000346,2023-01-25,Control_Group,F,MEX,iOS,,,0,False
338,1000347,2023-01-27,Control_Group,O,AUS,Android,,,0,False
339,1000348,2023-01-25,Test_Group,M,BRA,Android,,,0,False
340,1000349,2023-01-30,Test_Group,M,BRA,Android,,,0,False
341,1000350,2023-01-25,Test_Group,M,USA,iOS,,,0,False
342,1000351,2023-01-28,Test_Group,F,BRA,Android,,,0,False
343,1000352,2023-01-27,Control_Group,F,USA,Android,,,0,False
344,1000353,2023-01-25,Control_Group,,MEX,Android,,,0,False
345,1000354,2023-01-26,Test_Group,F,BRA,iOS,,,0,False
346,1000355,2023-01-26,Control_Group,M,FRA,Android,,,0,False
347,1000356,2023-01-26,Control_Group,F,GBR,iOS,,,0,False
348,1000357,2023-01-27,Control_Group,F,USA,iOS,,,0,False
349,1000358,2023-01-27,Test_Group,F,,Android,,,0,False
350,1000359,2023-01-27,Test_Group,M,GBR,iOS,,,0,False
351,1000360,2023-01-25,Test_Group,,TUR,iOS,,,0,False
352,1000361,2023-02-04,Test_Group,F,BRA,iOS,,,0,False
353,1000362,2023-01-27,Control_Group,M,FRA,Android,,,0,False
354,1000363,2023-02-06,Control_Group,M,ESP,Android,,,0,False
355,1000364,2023-01-29,Control_Group,F,TUR,Android,,,0,False
356,1000365,2023-01-26,Test_Group,F,FRA,Android,,,0,False
357,1000366,2023-02-04,Test_Group,,TUR,Android,,,0,False
358,1000367,2023-01-25,Test_Group,M,BRA,Android,,,0,False
359,1000368,2023-02-03,Control_Group,,BRA,Android,,,0,False
360,1000369,2023-01-25,Control_Group,O,BRA,iOS,,,0,False
361,1000370,2023-01-26,Test_Group,M,BRA,Android,,,0,False
362,1000371,2023-02-03,Control_Group,M,USA,Android,,,0,False
363,1000372,2023-01-27,Test_Group,F,AUS,,,,0,False
364,1000373,2023-01-30,Control_Group,F,FRA,Android,,,0,False
365,1000374,2023-02-03,Control_Group,F,ESP,Android,,,0,False
366,1000375,2023-01-25,Test_Group,M,USA,Android,,,0,False
367,1000376,2023-01-28,Control_Group,F,MEX,Android,,,0,False
368,1000377,2023-02-02,Test_Group,,BRA,Android,,,0,False
369,1000378,2023-01-25,Test_Group,F,USA,Android,,,0,False
370,1000379,2023-01-25,Control_Group,F,MEX,iOS,,,0,False
371,1000381,2023-01-26,Test_Group,,BRA,Android,,,0,False
372,1000382,2023-02-04,Control_Group,M,DEU,iOS,,,0,False
373,1000383,2023-01-25,Control_Group,,ESP,Android,,,0,False
374,1000384,2023-01-26,Control_Group,F,DEU,iOS,,,0,False
375,1000385,2023-01-26,Control_Group,M,DEU,Android,,,0,False
376,1000386,2023-01-28,Control_Group,M,TUR,Android,,,0,False
377,1000387,2023-02-03,Test_Group,F,MEX,Android,,,0,False
378,1000388,2023-01-26,Test_Group,F,GBR,iOS,,,0,False
379,1000389,2023-01-27,Test_Group,M,USA,Android,,,0,False
380,1000391,2023-02-06,Test_Group,,BRA,Android,,,0,False
381,1000392,2023-01-25,Control_Group,F,ESP,Android,,,0,False
382,1000393,2023-01-25,Control_Group,F,USA,Android,,,0,False
383,1000394,2023-01-29,Control_Group,F,ESP,iOS,,,0,False
384,1000395,2023-02-01,Control_Group,F,USA,Android,,,0,False
385,1000396,2023-01-26,Control_Group,O,MEX,Android,,,0,False
386,1000397,2023-01-29,Test_Group,F,CAN,Android,,,0,False
387,1000398,2023-01-26,Test_Group,F,USA,Android,,,0,False
388,1000399,2023-01-26,Control_Group,M,DEU,iOS,,,0,False
389,1000401,2023-01-30,Control_Group,F,USA,iOS,,,0,False
390,1000402,2023-01-25,Control_Group,,CAN,iOS,,,0,False
391,1000403,2023-01-26,Control_Group,O,AUS,Android,,,0,False
392,1000404,2023-01-31,Control_Group,M,MEX,Android,,,0,False
393,1000405,2023-01-28,Control_Group,M,USA,iOS,,,0,False
394,1000406,2023-02-01,Control_Group,,MEX,Android,,,0,False
395,1000407,2023-01-27,Control_Group,,TUR,iOS,,,0,False
396,1000408,2023-01-27,Test_Group,M,BRA,Android,,,0,False
397,1000409,2023-01-27,Control_Group,M,BRA,Android,,,0,False
398,1000410,2023-01-25,Test_Group,F,CAN,Android,,,0,False
399,1000411,2023-02-03,Test_Group,F,GBR,iOS,,,0,False
400,1000412,2023-01-25,Control_Group,F,TUR,iOS,,,0,False
401,1000413,2023-01-27,Test_Group,,MEX,Android,,,0,False
402,1000414,2023-01-28,Test_Group,M,BRA,Android,,,0,False
403,1000415,2023-02-04,Test_Group,,DEU,iOS,2023-02-05,57.69,1,False
404,1000416,2023-02-05,Control_Group,M,USA,Android,,,0,False
405,1000417,2023-01-30,Test_Group,F,DEU,Android,2023-02-04,45.06,1,False
